age,workclass,occupation,hours.per.week,income,age_groups,Education Level
24,Federal-gov,Adm-clerical,40,<=50K,21-30,School Level
62,Private,Adm-clerical,40,<=50K,61-70,College Level
77,Self-emp-not-inc,Adm-clerical,1,<=50K,71-80,College Level
47,Private,Prof-specialty,60,>50K,41-50,College Level
48,Self-emp-not-inc,Prof-specialty,60,>50K,41-50,Masters
42,Self-emp-not-inc,Prof-specialty,50,>50K,41-50,College Level
31,Private,Tech-support,40,>50K,31-40,Masters
43,Private,Exec-managerial,40,>50K,41-50,College Level
50,Private,Prof-specialty,65,>50K,41-50,Masters
36,Private,Prof-specialty,50,>50K,31-40,College Level
49,Local-gov,Prof-specialty,40,>50K,41-50,Masters
38,Private,Craft-repair,40,>50K,31-40,School Level
48,State-gov,Prof-specialty,46,>50K,41-50,Masters
46,Private,Prof-specialty,40,>50K,41-50,College Level
56,Self-emp-not-inc,Other-service,60,>50K,51-60,School Level
37,Private,Exec-managerial,45,>50K,31-40,School Level
51,Private,Machine-op-inspct,40,>50K,51-60,School Level
43,Private,Exec-managerial,40,>50K,41-50,Masters
46,Local-gov,Craft-repair,40,<=50K,41-50,School Level
42,Local-gov,Exec-managerial,60,>50K,41-50,Masters
45,Private,Adm-clerical,35,>50K,41-50,College Level
23,Private,Machine-op-inspct,40,<=50K,21-30,College Level
45,Private,Sales,40,>50K,41-50,College Level
30,State-gov,Adm-clerical,40,<=50K,21-30,School Level
49,Private,Sales,40,>50K,41-50,Associate
57,Private,Craft-repair,40,>50K,51-60,College Level
43,Local-gov,Adm-clerical,40,>50K,41-50,College Level
43,Private,Exec-managerial,40,>50K,41-50,College Level
42,Private,Prof-specialty,60,>50K,41-50,College Level
53,Private,Exec-managerial,55,>50K,51-60,College Level
40,Local-gov,Prof-specialty,48,>50K,31-40,Masters
41,Private,Exec-managerial,60,>50K,41-50,College Level
49,Private,Craft-repair,40,>50K,41-50,College Level
31,Self-emp-not-inc,Prof-specialty,50,>50K,31-40,College Level
34,Private,Exec-managerial,50,>50K,31-40,Masters
40,Federal-gov,Tech-support,40,>50K,31-40,Masters
50,Private,Adm-clerical,38,>50K,41-50,College Level
54,Private,Craft-repair,40,>50K,51-60,School Level
49,Private,Adm-clerical,50,>50K,41-50,College Level
44,Self-emp-not-inc,Exec-managerial,60,>50K,41-50,Masters
57,Local-gov,Prof-specialty,40,>50K,51-60,College Level
28,Local-gov,Prof-specialty,55,<=50K,21-30,Masters
57,Private,Sales,40,>50K,51-60,College Level
59,Private,Prof-specialty,43,>50K,51-60,College Level
38,Private,Exec-managerial,40,>50K,31-40,Associate
36,Self-emp-not-inc,Farming-fishing,60,>50K,31-40,School Level
55,Private,Exec-managerial,40,>50K,51-60,College Level
34,Self-emp-not-inc,Sales,60,>50K,31-40,School Level
51,Private,Sales,50,>50K,51-60,College Level
46,Private,Transport-moving,70,>50K,41-50,School Level
33,Private,Exec-managerial,45,>50K,31-40,Masters
31,State-gov,Prof-specialty,35,>50K,31-40,College Level
31,Private,Exec-managerial,35,>50K,31-40,College Level
59,Self-emp-not-inc,Exec-managerial,52,>50K,51-60,School Level
48,Private,Sales,40,>50K,41-50,Associate
33,Private,Exec-managerial,45,>50K,31-40,College Level
46,Private,Craft-repair,50,>50K,41-50,College Level
53,Private,Exec-managerial,40,>50K,51-60,College Level
39,Private,Prof-specialty,18,>50K,31-40,Masters
44,Self-emp-not-inc,Prof-specialty,40,>50K,41-50,School Level
45,Private,Exec-managerial,50,>50K,41-50,Masters
42,Local-gov,Protective-serv,40,>50K,41-50,College Level
24,Self-emp-not-inc,Transport-moving,40,>50K,21-30,School Level
57,Private,Sales,40,>50K,51-60,College Level
51,Local-gov,Prof-specialty,40,>50K,51-60,College Level
50,Private,Exec-managerial,40,>50K,41-50,College Level
52,Private,Exec-managerial,50,>50K,51-60,Masters
44,Private,Sales,40,>50K,41-50,College Level
47,Self-emp-inc,Exec-managerial,45,>50K,41-50,College Level
36,Private,Sales,45,>50K,31-40,College Level
34,Private,Prof-specialty,38,>50K,31-40,College Level
49,Private,Exec-managerial,50,>50K,41-50,College Level
45,Private,Sales,45,>50K,41-50,College Level
46,Private,Exec-managerial,50,>50K,41-50,College Level
53,Self-emp-inc,Exec-managerial,48,>50K,51-60,College Level
63,State-gov,Exec-managerial,50,>50K,61-70,Masters
52,Private,Prof-specialty,40,>50K,51-60,College Level
44,Private,Exec-managerial,40,>50K,41-50,College Level
37,Private,Sales,40,>50K,31-40,College Level
44,State-gov,Prof-specialty,40,>50K,41-50,Masters
53,Private,Prof-specialty,40,>50K,51-60,College Level
32,Private,Tech-support,40,>50K,31-40,College Level
50,State-gov,Prof-specialty,45,>50K,41-50,Masters
42,Federal-gov,Prof-specialty,40,>50K,41-50,Masters
50,Private,Craft-repair,40,>50K,41-50,Associate
33,Private,Sales,55,>50K,31-40,College Level
50,Local-gov,Prof-specialty,40,>50K,41-50,Masters
32,Private,Prof-specialty,32,>50K,31-40,College Level
41,Private,Prof-specialty,40,>50K,41-50,School Level
54,Private,Exec-managerial,55,>50K,51-60,School Level
34,Private,Sales,50,>50K,31-40,Associate
41,Self-emp-inc,Exec-managerial,55,>50K,41-50,College Level
39,Self-emp-inc,Prof-specialty,50,>50K,31-40,College Level
42,Federal-gov,Prof-specialty,40,>50K,41-50,Masters
31,Private,Sales,45,>50K,31-40,College Level
45,Private,Prof-specialty,42,>50K,41-50,Associate
41,Private,Tech-support,42,>50K,41-50,College Level
48,Private,Exec-managerial,38,>50K,41-50,Masters
32,Self-emp-inc,Farming-fishing,55,>50K,31-40,School Level
41,Private,Machine-op-inspct,40,>50K,41-50,College Level
31,Self-emp-not-inc,Exec-managerial,40,>50K,31-40,College Level
30,Self-emp-inc,Exec-managerial,40,>50K,21-30,College Level
41,Private,Exec-managerial,40,>50K,41-50,College Level
48,Private,Prof-specialty,40,>50K,41-50,Masters
60,State-gov,Prof-specialty,40,>50K,51-60,Masters
38,Self-emp-not-inc,Exec-managerial,65,>50K,31-40,College Level
46,Private,Transport-moving,40,<=50K,41-50,School Level
28,Private,Sales,55,>50K,21-30,College Level
64,Self-emp-inc,Exec-managerial,60,>50K,61-70,Masters
42,Private,Prof-specialty,50,>50K,41-50,Masters
43,Private,Tech-support,32,>50K,41-50,Associate
61,Self-emp-inc,Sales,35,>50K,61-70,College Level
48,Private,Prof-specialty,40,>50K,41-50,Masters
46,Local-gov,Exec-managerial,45,>50K,41-50,Masters
44,Private,Exec-managerial,50,>50K,41-50,College Level
39,Federal-gov,Exec-managerial,50,>50K,31-40,College Level
46,Self-emp-not-inc,Sales,40,>50K,41-50,College Level
48,Private,Prof-specialty,50,>50K,41-50,Masters
27,Private,Craft-repair,40,>50K,21-30,School Level
22,Federal-gov,Sales,37,<=50K,21-30,College Level
51,Federal-gov,Exec-managerial,40,<=50K,51-60,College Level
48,State-gov,Protective-serv,40,>50K,41-50,College Level
52,Private,Craft-repair,40,>50K,51-60,Associate
31,Self-emp-not-inc,Craft-repair,40,>50K,31-40,School Level
53,Private,Adm-clerical,40,>50K,51-60,College Level
51,Private,Prof-specialty,60,>50K,51-60,Masters
46,Local-gov,Prof-specialty,52,>50K,41-50,Masters
25,Private,Adm-clerical,36,>50K,21-30,College Level
46,Private,Craft-repair,40,>50K,41-50,School Level
57,Self-emp-inc,Sales,30,>50K,51-60,School Level
44,Private,Prof-specialty,50,>50K,41-50,College Level
42,Private,Transport-moving,50,>50K,41-50,School Level
42,Private,Adm-clerical,40,>50K,41-50,Masters
30,Private,Prof-specialty,55,>50K,21-30,College Level
54,State-gov,Exec-managerial,50,>50K,51-60,Masters
46,Self-emp-not-inc,Prof-specialty,45,>50K,41-50,College Level
33,Private,Adm-clerical,50,>50K,31-40,College Level
38,Private,Exec-managerial,50,>50K,31-40,College Level
50,Private,Craft-repair,45,>50K,41-50,Masters
46,Private,Craft-repair,40,>50K,41-50,School Level
41,Self-emp-not-inc,Sales,35,>50K,41-50,Masters
56,Private,Prof-specialty,65,>50K,51-60,College Level
39,Private,Prof-specialty,50,>50K,31-40,College Level
46,Self-emp-not-inc,Prof-specialty,50,>50K,41-50,Masters
48,Local-gov,Transport-moving,40,<=50K,41-50,School Level
35,Private,Prof-specialty,40,>50K,31-40,Masters
56,Private,Craft-repair,60,>50K,51-60,College Level
49,Self-emp-inc,Exec-managerial,60,>50K,41-50,School Level
61,State-gov,Prof-specialty,40,>50K,61-70,College Level
43,Private,Craft-repair,40,>50K,41-50,School Level
37,Private,Craft-repair,50,<=50K,31-40,School Level
43,Private,Machine-op-inspct,40,>50K,41-50,College Level
41,Private,Sales,40,>50K,41-50,School Level
30,Private,Adm-clerical,40,>50K,21-30,College Level
58,Private,Protective-serv,40,>50K,51-60,College Level
40,Private,Prof-specialty,40,>50K,31-40,School Level
44,State-gov,Exec-managerial,40,>50K,41-50,Masters
40,Private,Exec-managerial,32,>50K,31-40,College Level
58,Private,Craft-repair,40,<=50K,51-60,School Level
48,Self-emp-not-inc,Craft-repair,40,>50K,41-50,School Level
49,Private,Machine-op-inspct,40,<=50K,41-50,School Level
50,Private,Exec-managerial,50,>50K,41-50,College Level
43,Private,Sales,55,>50K,41-50,College Level
53,Private,Transport-moving,40,>50K,51-60,School Level
42,Private,Prof-specialty,50,>50K,41-50,Masters
56,Self-emp-inc,Sales,40,>50K,51-60,School Level
44,Private,Exec-managerial,56,>50K,41-50,College Level
29,Private,Prof-specialty,50,>50K,21-30,College Level
35,Private,Sales,40,>50K,31-40,School Level
44,Private,Sales,40,>50K,41-50,School Level
34,Federal-gov,Protective-serv,48,>50K,31-40,College Level
42,Private,Prof-specialty,55,>50K,41-50,Masters
43,Private,Prof-specialty,40,>50K,41-50,College Level
57,Private,Prof-specialty,45,<=50K,51-60,Associate
32,Private,Exec-managerial,60,>50K,31-40,College Level
33,Private,Adm-clerical,45,>50K,31-40,College Level
43,Self-emp-not-inc,Exec-managerial,15,>50K,41-50,College Level
32,Private,Sales,50,>50K,31-40,School Level
36,Private,Craft-repair,48,>50K,31-40,School Level
50,Self-emp-not-inc,Sales,60,>50K,41-50,School Level
27,Private,Transport-moving,45,<=50K,21-30,School Level
60,Private,Exec-managerial,40,>50K,51-60,College Level
53,Private,Exec-managerial,50,>50K,51-60,Masters
61,State-gov,Prof-specialty,40,>50K,61-70,Masters
32,Private,Sales,40,>50K,31-40,College Level
52,Self-emp-inc,Exec-managerial,60,>50K,51-60,College Level
37,Private,Exec-managerial,55,>50K,31-40,School Level
33,Private,Tech-support,40,>50K,31-40,School Level
57,Self-emp-not-inc,Sales,40,>50K,51-60,Masters
50,Private,Exec-managerial,40,>50K,41-50,School Level
43,Private,Craft-repair,40,>50K,41-50,College Level
45,Private,Other-service,40,>50K,41-50,School Level
37,Self-emp-not-inc,Sales,45,>50K,31-40,School Level
31,Private,Prof-specialty,43,>50K,31-40,Masters
33,Private,Craft-repair,50,>50K,31-40,Associate
56,Self-emp-not-inc,Other-service,50,>50K,51-60,School Level
43,Private,Prof-specialty,50,>50K,41-50,College Level
52,Private,Craft-repair,47,>50K,51-60,School Level
38,Private,Prof-specialty,40,>50K,31-40,College Level
57,Private,Transport-moving,40,>50K,51-60,School Level
41,Private,Craft-repair,50,>50K,41-50,College Level
37,Private,Exec-managerial,50,>50K,31-40,School Level
42,Private,Craft-repair,40,>50K,41-50,School Level
44,Private,Prof-specialty,35,>50K,41-50,Masters
39,Private,Exec-managerial,50,>50K,31-40,College Level
53,Federal-gov,Exec-managerial,40,>50K,51-60,College Level
51,Private,Exec-managerial,65,>50K,51-60,College Level
38,Private,Exec-managerial,50,>50K,31-40,College Level
43,Local-gov,Protective-serv,40,>50K,41-50,College Level
33,Self-emp-inc,Exec-managerial,60,>50K,31-40,Associate
43,Private,Sales,40,>50K,41-50,College Level
35,Private,Exec-managerial,45,>50K,31-40,College Level
41,Private,Exec-managerial,50,>50K,41-50,College Level
45,Private,Craft-repair,40,>50K,41-50,College Level
59,Private,Machine-op-inspct,40,>50K,51-60,School Level
30,Local-gov,Prof-specialty,45,>50K,21-30,Masters
32,State-gov,Protective-serv,45,>50K,31-40,College Level
39,Federal-gov,Protective-serv,60,>50K,31-40,College Level
43,Self-emp-not-inc,Prof-specialty,70,>50K,41-50,College Level
32,Private,Exec-managerial,55,>50K,31-40,College Level
39,Local-gov,Protective-serv,40,>50K,31-40,School Level
37,Local-gov,Prof-specialty,40,>50K,31-40,College Level
34,Private,Exec-managerial,40,>50K,31-40,College Level
46,Private,Tech-support,45,>50K,41-50,College Level
51,Local-gov,Prof-specialty,40,>50K,51-60,Masters
29,Private,Sales,55,>50K,21-30,School Level
34,Private,Prof-specialty,40,>50K,31-40,College Level
50,Private,Craft-repair,35,>50K,41-50,College Level
34,Private,Handlers-cleaners,40,>50K,31-40,College Level
58,Private,Transport-moving,40,>50K,51-60,School Level
56,Self-emp-not-inc,Exec-managerial,67,>50K,51-60,School Level
34,Self-emp-not-inc,Prof-specialty,48,>50K,31-40,College Level
36,Local-gov,Prof-specialty,40,>50K,31-40,College Level
46,Private,Machine-op-inspct,40,>50K,41-50,School Level
50,Self-emp-not-inc,Exec-managerial,40,>50K,41-50,School Level
27,Self-emp-inc,Exec-managerial,45,>50K,21-30,College Level
32,Private,Craft-repair,40,>50K,31-40,Associate
44,Self-emp-inc,Exec-managerial,70,>50K,41-50,School Level
39,Private,Sales,46,>50K,31-40,School Level
33,Private,Adm-clerical,20,>50K,31-40,School Level
59,Federal-gov,Craft-repair,40,>50K,51-60,School Level
59,Private,Craft-repair,55,>50K,51-60,College Level
51,State-gov,Sales,40,>50K,51-60,College Level
37,Private,Craft-repair,40,>50K,31-40,Associate
57,Private,Tech-support,40,>50K,51-60,School Level
25,Private,Prof-specialty,40,>50K,21-30,Associate
54,Private,Transport-moving,65,>50K,51-60,School Level
47,Local-gov,Transport-moving,40,>50K,41-50,College Level
52,State-gov,Prof-specialty,70,>50K,51-60,Masters
40,Private,Prof-specialty,40,>50K,31-40,College Level
27,Private,Machine-op-inspct,60,>50K,21-30,College Level
31,Private,Exec-managerial,40,>50K,31-40,College Level
41,Self-emp-inc,Sales,55,>50K,41-50,School Level
41,Private,Transport-moving,45,>50K,41-50,School Level
50,Private,Exec-managerial,55,>50K,41-50,School Level
36,Private,Machine-op-inspct,40,>50K,31-40,College Level
27,Private,Adm-clerical,40,>50K,21-30,School Level
46,Private,Sales,40,>50K,41-50,College Level
61,Self-emp-not-inc,Exec-managerial,40,>50K,61-70,School Level
39,Local-gov,Prof-specialty,40,>50K,31-40,College Level
47,Private,Transport-moving,45,>50K,41-50,School Level
45,Private,Machine-op-inspct,40,>50K,41-50,School Level
55,State-gov,Tech-support,40,>50K,51-60,School Level
38,Self-emp-not-inc,Exec-managerial,45,>50K,31-40,School Level
57,Private,Sales,55,>50K,51-60,College Level
38,Self-emp-not-inc,Sales,40,>50K,31-40,School Level
28,Private,Adm-clerical,40,>50K,21-30,College Level
40,Private,Handlers-cleaners,40,>50K,31-40,College Level
36,Private,Prof-specialty,50,>50K,31-40,College Level
36,Private,Craft-repair,60,>50K,31-40,School Level
30,Self-emp-not-inc,Exec-managerial,50,>50K,21-30,School Level
35,Private,Adm-clerical,42,>50K,31-40,School Level
32,Self-emp-not-inc,Transport-moving,60,>50K,31-40,School Level
55,Private,Handlers-cleaners,40,>50K,51-60,School Level
29,Private,Machine-op-inspct,30,>50K,21-30,School Level
37,Self-emp-inc,Sales,40,>50K,31-40,Associate
36,Private,Exec-managerial,50,>50K,31-40,Associate
40,State-gov,Prof-specialty,50,>50K,31-40,Masters
26,Private,Prof-specialty,40,>50K,21-30,Masters
44,Private,Prof-specialty,60,>50K,41-50,Masters
47,Private,Exec-managerial,40,>50K,41-50,College Level
35,Private,Prof-specialty,40,>50K,31-40,Masters
58,Private,Sales,40,>50K,51-60,College Level
41,Self-emp-inc,Sales,55,>50K,41-50,School Level
41,Private,Craft-repair,40,>50K,41-50,School Level
38,Local-gov,Exec-managerial,50,>50K,31-40,Masters
47,Self-emp-not-inc,Sales,40,>50K,41-50,College Level
39,Private,Transport-moving,40,>50K,31-40,School Level
42,Private,Sales,50,>50K,41-50,College Level
42,Private,Sales,40,>50K,41-50,College Level
37,Private,Prof-specialty,35,>50K,31-40,Associate
41,Private,Prof-specialty,40,>50K,41-50,College Level
51,Private,Craft-repair,40,>50K,51-60,School Level
50,Private,Craft-repair,50,>50K,41-50,College Level
43,Private,Machine-op-inspct,40,>50K,41-50,School Level
28,Private,Tech-support,70,>50K,21-30,Associate
35,Self-emp-inc,Sales,45,>50K,31-40,Associate
59,Private,Exec-managerial,40,>50K,51-60,School Level
28,Private,Prof-specialty,40,>50K,21-30,College Level
42,Self-emp-not-inc,Prof-specialty,40,>50K,41-50,College Level
51,Private,Exec-managerial,47,>50K,51-60,Masters
54,Private,Exec-managerial,44,>50K,51-60,Masters
45,Private,Craft-repair,40,>50K,41-50,School Level
38,Local-gov,Prof-specialty,40,>50K,31-40,College Level
46,Federal-gov,Armed-Forces,40,>50K,41-50,Masters
33,Local-gov,Protective-serv,40,>50K,31-40,College Level
36,Private,Exec-managerial,40,>50K,31-40,College Level
36,Local-gov,Prof-specialty,50,>50K,31-40,Masters
61,Federal-gov,Adm-clerical,40,>50K,61-70,College Level
30,Self-emp-inc,Craft-repair,48,>50K,21-30,School Level
50,Private,Prof-specialty,36,>50K,41-50,Associate
58,Private,Craft-repair,48,>50K,51-60,Associate
43,Private,Machine-op-inspct,40,>50K,41-50,College Level
40,Private,Craft-repair,68,>50K,31-40,College Level
55,Federal-gov,Tech-support,40,>50K,51-60,School Level
52,Private,Exec-managerial,40,>50K,51-60,College Level
44,Self-emp-not-inc,Craft-repair,55,>50K,41-50,College Level
39,Federal-gov,Prof-specialty,50,>50K,31-40,College Level
45,Private,Sales,60,>50K,41-50,College Level
42,Self-emp-not-inc,Prof-specialty,40,>50K,41-50,College Level
29,Private,Exec-managerial,50,>50K,21-30,College Level
46,Private,Transport-moving,40,>50K,41-50,College Level
55,Private,Exec-managerial,40,>50K,51-60,College Level
33,Self-emp-not-inc,Prof-specialty,40,>50K,31-40,College Level
44,Private,Transport-moving,60,>50K,41-50,College Level
37,Private,Exec-managerial,47,>50K,31-40,College Level
64,Self-emp-inc,Sales,50,>50K,61-70,Associate
43,State-gov,Prof-specialty,45,>50K,41-50,Masters
36,Private,Sales,35,>50K,31-40,College Level
55,Private,Exec-managerial,40,>50K,51-60,College Level
34,Private,Exec-managerial,45,>50K,31-40,School Level
29,Private,Machine-op-inspct,48,>50K,21-30,Associate
37,Private,Exec-managerial,60,>50K,31-40,College Level
42,Private,Adm-clerical,40,>50K,41-50,College Level
41,Self-emp-not-inc,Craft-repair,40,>50K,41-50,Associate
45,Local-gov,Craft-repair,40,>50K,41-50,College Level
35,Private,Sales,50,>50K,31-40,School Level
61,Private,Craft-repair,60,>50K,61-70,Associate
49,Private,Exec-managerial,40,>50K,41-50,College Level
52,Self-emp-not-inc,Farming-fishing,60,>50K,51-60,School Level
46,Local-gov,Protective-serv,50,>50K,41-50,Associate
